dimension,capacity,load_ratio,noise,repeats,trials,correct,accuracy,accuracy_ci95_low,accuracy_ci95_high,latency_p50_ms,latency_p95_ms,storage_mib
128,26,0.2,0.0,10,160,154,0.9625,0.9206091783691167,0.982702312729603,0.1299645,0.1430005,0.0751953125
128,26,0.2,0.5,10,160,153,0.95625,0.9124559185916465,0.9786486604651987,0.1294305,0.14270175,0.0751953125
128,26,0.2,1.0,10,160,139,0.86875,0.807679992059104,0.9125278184114969,0.12937300000000002,0.14473170000000002,0.0751953125
128,26,0.2,1.5,10,160,111,0.69375,0.6184807837409062,0.759933489557206,0.1279305,0.1363507,0.0751953125
128,38,0.3,0.0,10,160,137,0.85625,0.793529970004945,0.9022640163819067,0.127012,0.1394702,0.0810546875
128,38,0.3,0.5,10,160,133,0.83125,0.7656098584028624,0.8813564798164909,0.126459,0.12940379999999999,0.0810546875
128,38,0.3,1.0,10,160,105,0.65625,0.5797664602225835,0.7254063408242813,0.1264005,0.13042410000000002,0.0810546875
128,38,0.3,1.5,10,160,89,0.55625,0.47884358379731345,0.6310186245795579,0.1269515,0.14255175,0.0810546875
128,51,0.4,0.0,10,160,120,0.75,0.6775748906186185,0.8107015910563651,0.129046,0.14336335,0.08740234375
128,51,0.4,0.5,10,160,101,0.63125,0.5542312628458188,0.7021138900335475,0.12665,0.14220359999999999,0.08740234375
128,51,0.4,1.0,10,160,88,0.55,0.4726402740186129,0.625015022316384,0.12616100000000002,0.13213865,0.08740234375
128,51,0.4,1.5,10,160,71,0.44375,0.368981375420442,0.5211564162026865,0.125918,0.13110144999999998,0.08740234375
128,64,0.5,0.0,10,160,101,0.63125,0.5542312628458188,0.7021138900335475,0.1285405,0.14163834999999997,0.09375
128,64,0.5,0.5,10,160,96,0.6,0.5226034047446808,0.6727071879253126,0.12646600000000002,0.13519394999999998,0.09375
128,64,0.5,1.0,10,160,72,0.45,0.3749849776836161,0.5273597259813871,0.1264635,0.14858494999999988,0.09375
128,64,0.5,1.5,10,160,65,0.40625,0.33321177488472786,0.48368454448715315,0.12598399999999998,0.13670824999999998,0.09375
128,77,0.6,0.0,10,160,93,0.58125,0.5037764071611341,0.6549134493832356,0.1286285,0.1411265,0.10009765625
128,77,0.6,0.5,10,160,88,0.55,0.4726402740186129,0.625015022316384,0.1264555,0.13391215,0.10009765625
128,77,0.6,1.0,10,160,83,0.51875,0.44180083048790497,0.5948199056377189,0.1264885,0.13184905,0.10009765625
128,77,0.6,1.5,10,160,48,0.3,0.23436254021925296,0.37501627444076,0.12616650000000001,0.1308911,0.10009765625
128,102,0.8,0.0,10,160,83,0.51875,0.44180083048790497,0.5948199056377189,0.150894,0.18560969999999996,0.1123046875
128,102,0.8,0.5,10,160,77,0.48125,0.4051800943622811,0.558199169512095,0.1462915,0.15713544999999998,0.1123046875
128,102,0.8,1.0,10,160,68,0.425,0.35104220189233704,0.5024748536051677,0.147134,0.1568955,0.1123046875
128,102,0.8,1.5,10,160,33,0.20625,0.1507999785883148,0.27547515544357937,0.148266,0.16218614999999975,0.1123046875
128,128,1.0,0.0,10,160,72,0.45,0.3749849776836161,0.5273597259813871,0.1291425,0.14770039999999998,0.125
128,128,1.0,0.5,10,160,72,0.45,0.3749849776836161,0.5273597259813871,0.12740200000000002,0.13773760000000002,0.125
128,128,1.0,1.0,10,160,61,0.38125,0.3096107383060811,0.4584579328983015,0.12721349999999998,0.135592,0.125
128,128,1.0,1.5,10,160,40,0.25,0.1892984089436348,0.32242510938138147,0.1272025,0.1326544,0.125
256,51,0.2,0.0,10,160,158,0.9875,0.9555737384223193,0.9965654008438989,0.5202255,0.6473363999999998,0.2998046875
256,51,0.2,0.5,10,160,158,0.9875,0.9555737384223193,0.9965654008438989,0.5198160000000001,0.66340445,0.2998046875
256,51,0.2,1.0,10,160,156,0.975,0.9374891497798977,0.990236165402571,0.5187775,0.6399036499999999,0.2998046875
256,51,0.2,1.5,10,160,140,0.875,0.8148086246017668,0.9176060979107085,0.5191954999999999,0.6371956499999998,0.2998046875
256,77,0.3,0.0,10,160,153,0.95625,0.9124559185916465,0.9786486604651987,0.6586575,0.7422492999999997,0.3251953125
256,77,0.3,0.5,10,160,148,0.925,0.8734905849508775,0.9565794338965946,0.6687315,0.7425454,0.3251953125
256,77,0.3,1.0,10,160,137,0.85625,0.793529970004945,0.9022640163819067,0.6599485,0.7973894499999998,0.3251953125
256,77,0.3,1.5,10,160,114,0.7125,0.6380351028170257,0.7769999066067104,0.3477175,0.67585655,0.3251953125
256,102,0.4,0.0,10,160,139,0.86875,0.807679992059104,0.9125278184114969,0.6253955,0.6610813499999999,0.349609375
256,102,0.4,0.5,10,160,130,0.8125,0.7449590373864503,0.8653865647072791,0.6240485,0.6621590499999999,0.349609375
256,102,0.4,1.0,10,160,121,0.75625,0.6842247960744507,0.8162585976424075,0.6198269999999999,0.6574856499999999,0.349609375
256,102,0.4,1.5,10,160,97,0.60625,0.5289037564294747,0.6786137482823933,0.6209195000000001,0.6547721999999999,0.349609375
256,128,0.5,0.0,10,160,137,0.85625,0.793529970004945,0.9022640163819067,0.2727655,0.60220645,0.375
256,128,0.5,0.5,10,160,142,0.8875,0.8291842977219646,0.92764424887426,0.271138,0.5981942499999999,0.375
256,128,0.5,1.0,10,160,121,0.75625,0.6842247960744507,0.8162585976424075,0.27717400000000003,0.6071371999999999,0.375
256,128,0.5,1.5,10,160,96,0.6,0.5226034047446808,0.6727071879253126,0.2680405,0.59642005,0.375
256,154,0.6,0.0,10,160,136,0.85,0.7865048113324178,0.8970822630125592,0.2541325,0.5880677499999999,0.400390625
256,154,0.6,0.5,10,160,131,0.81875,0.7518173600355944,0.8707351541000097,0.251613,0.55947315,0.400390625
256,154,0.6,1.0,10,160,117,0.73125,0.6577302097802682,0.7939255357690915,0.250499,0.5618872,0.400390625
256,154,0.6,1.5,10,160,84,0.525,0.4479452137471758,0.6008824344203225,0.249604,0.5563115,0.400390625
256,205,0.8,0.0,10,160,133,0.83125,0.7656098584028624,0.8813564798164909,0.161844,0.18171035,0.4501953125
256,205,0.8,0.5,10,160,124,0.775,0.7042857994110268,0.8328183304314551,0.16015000000000001,0.16454055,0.4501953125
256,205,0.8,1.0,10,160,113,0.70625,0.6315017419769028,0.7713263554049589,0.160032,0.16829999999999992,0.4501953125
256,205,0.8,1.5,10,160,65,0.40625,0.33321177488472786,0.48368454448715315,0.1599025,0.1642773,0.4501953125
256,256,1.0,0.0,10,160,129,0.80625,0.7381247358914426,0.8600139541604125,0.1627545,0.1840894499999999,0.5
256,256,1.0,0.5,10,160,123,0.76875,0.6975797578679621,0.8273174599326454,0.16159800000000002,0.1774238,0.5
256,256,1.0,1.0,10,160,93,0.58125,0.5037764071611341,0.6549134493832356,0.16075250000000002,0.17053864999999999,0.5
256,256,1.0,1.5,10,160,57,0.35625,0.28621336963409916,0.43302765340278515,0.16063,0.1645692,0.5
